	aveCitationCnt	aveJIF	aveH-Index	avePaperCnt	L	M	H	award
2114795606	14.933333333333335	1.8514677629455785	5.4	1.2	1	0	0	0
2117568215	43.06666666666666	2.5688672928346863	2.2	0.8	1	0	0	0
2101519778	11.073333333333334	0.5777417365366062	4.6	2.0	1	0	0	0
2156498571	14.607528436475807	1.938682678608865	26.0	13.6	0	1	0	0
2485801996	0.0	0.0	6.0	0.0	1	0	0	0
2430783453	7.2	0.37241936871183423	1.8	1.8	1	0	0	0
259118630	26.04	1.2602726007372709	7.4	4.2	1	0	0	0
2130968869	0.0	0.0	0.0	0.0	1	0	0	0
2342412496	40.07666666666667	2.412069566220952	25.8	6.6	1	0	0	0
2102037186	16.433333333333334	0.5482717534513375	1.4	1.0	1	0	0	0
2104169870	7.914285714285714	4.764616046811062	13.2	3.2	1	0	0	0
2124222436	15.916666666666664	2.9559084482088767	12.6	3.0	1	0	0	0
2463523865	2.333333333333333	0.42941483789723855	5.0	1.4	1	0	0	0
2147533149	43.5	6.259517355516431	38.4	3.6	0	1	0	0
2618341169	0.0	0.0	0.0	0.0	1	0	0	0
2156431734	26.89227272727272	3.8025968486349497	21.0	7.4	1	0	0	0
2471503937	9.46	2.1563842493579517	13.2	3.0	1	0	0	0
2004954964	3.8	0.09202628973662287	1.2	0.4	1	0	0	0
2164782366	12.233333333333334	1.0873570156705823	5.8	2.0	1	0	0	0
2304494935	6.6	1.3625223883252937	7.6	1.4	1	0	0	0
2307619098	0.0	0.0	0.0	0.0	1	0	0	0
2096271176	37.37490196078432	2.3007529555653723	25.6	15.4	0	1	0	0
2243713403	1.2666666666666668	0.7081694992285705	2.8	3.2	1	0	0	0
2154120132	12.733333333333334	0.3991190476190476	1.8	1.2	1	0	0	0
2150860615	13.99098079515537	1.5099889639488446	24.6	25.8	1	0	0	0
2111471200	47.4111111111111	0.7512346515806833	10.4	4.2	1	0	0	0
2600321636	0.0	0.0	0.0	0.0	1	0	0	0
2620217620	8.0	1.2076234089380395	1.2	0.8	1	0	0	0
2126664890	8.7	3.768317371031293	30.0	1.2	0	0	1	0
1993688379	3.3	0.7534908423329868	2.2	1.6	1	0	0	0
2136953855	5.256666666666666	2.165570620888435	7.6	7.6	1	0	0	0
2104908036	4.6	0.14031413612565444	0.4	0.4	1	0	0	0
2585669862	14.6	5.9171428234463255	9.6	2.2	1	0	0	0
2490701366	0.0	0.0	0.0	0.0	1	0	0	0
2171955601	79.61966507177033	1.2112425839329553	13.0	7.8	1	0	0	0
2439877570	6.2	2.1610329066230944	8.2	0.6	1	0	0	0
2108034294	0.0	0.0	0.0	0.0	1	0	0	0
2125009864	28.0	0.14054054054054055	5.0	0.2	1	0	0	0
2140420991	4.733333333333333	0.5210680382840549	3.8	3.2	1	0	0	0
2135098536	0.5657894736842105	0.19473233643880566	0.8	4.8	1	0	0	0
2110707874	3.401948051948052	2.735785708888309	17.0	13.2	0	1	0	0
2593542062	2.6890909090909094	2.028917792340229	4.8	7.8	1	0	0	0
2129840949	15.353921568627452	1.9072484536235168	24.2	13.0	0	1	0	0
2121215760	0.0	0.0	7.0	0.0	1	0	0	0
2167911662	5.1875816993464055	2.2885052946009194	13.0	8.8	0	1	0	0
2669630631	5.954285714285715	4.118701181633198	9.0	4.2	1	0	0	0
2171054309	5.216666666666667	0.8630297592711618	9.6	2.4	1	0	0	0
2096072814	13.8	1.1086317959288845	0.2	0.4	1	0	0	0
2096300312	46.02333333333333	3.0794313912353424	19.8	7.2	1	0	0	0
2119763375	18.142893772893775	3.7706823948616015	49.8	9.8	0	0	1	0
2137005904	13.8	3.4080959514245577	7.2	1.4	1	0	0	0
2059994571	17.06666666666667	1.0717710606379829	5.0	2.6	1	0	0	0
2147468748	24.609523809523807	4.2918512234528485	16.8	6.2	1	0	0	0
2643812006	51.46666666666666	1.4450789956230616	4.8	2.6	1	0	0	0
2623618940	1.1	0.0	1.6	0.8	1	0	0	0
1637265637	4.1	1.7532540501699287	6.0	0.8	0	1	0	0
2096593387	13.697619047619051	1.5424114396096351	10.4	6.8	1	0	0	0
2317205900	16.45	0.632675954991287	1.4	1.2	1	0	0	0
2138730132	0.32	0.06882911234248554	22.0	1.0	0	1	0	0
2115096685	0.0	0.0	0.0	0.0	1	0	0	0
2149890508	0.0	0.0	1.0	0.0	1	0	0	0
2599095413	11.333333333333336	1.2448929259280779	3.8	1.2	1	0	0	0
2529592301	10.316666666666666	0.5232729556207595	3.0	3.6	1	0	0	0
2177245446	15.6	0.6925768822905619	0.6	0.2	1	0	0	0
2464372715	0.0	0.0	0.0	0.0	1	0	0	0
2223707507	0.0	0.0	4.0	0.0	1	0	0	0
2105946567	27.93333333333333	0.9357776723526922	4.6	2.2	1	0	0	0
2101729186	2.4	0.3275594760759155	0.2	0.2	1	0	0	0
2736152990	4.533333333333333	0.4726030386861658	2.0	1.2	1	0	0	0
2207345732	1.6	0.2607594936708861	4.0	1.2	1	0	0	0
2136933829	0.0	0.0	0.0	0.0	1	0	0	0
2506769544	2.166666666666667	0.4835108455511698	2.0	1.0	1	0	0	0
2138250145	7.213636363636364	2.7307673640660752	37.0	5.0	0	0	1	0
2483316828	116.46666666666668	3.6620911271391	3.6	1.8	1	0	0	0
2096883221	30.75	1.5911288279007425	7.6	2.4	1	0	0	0
2614311846	8.483333333333334	1.9691337480661064	6.8	2.6	1	0	0	0
2489575497	0.8	0.2410358565737052	2.0	0.2	1	0	0	0
2603841987	0.0	0.0	1.0	0.0	1	0	0	0
2289626938	5.6	0.659450538515536	7.0	3.0	1	0	0	0
2113871370	1.8	0.8038498304710024	8.4	0.4	1	0	0	0
2251034904	40.97904761904762	0.8705061767026793	23.8	9.2	1	0	0	0
2161348131	5.0	0.8801090304014462	2.2	1.6	1	0	0	0
2137165949	7.133333333333333	0.2441910986326415	11.0	0.6	1	0	0	0
2086581877	4.6	0.22285714285714286	9.8	0.4	1	0	0	0
2113950879	0.0	0.0	0.0	0.0	1	0	0	0
2104117573	3.0	0.0502283105022831	1.6	1.6	1	0	0	0
2293648838	7.2349999999999985	1.1876512299446338	17.0	7.2	0	1	0	0
2104810978	19.2	0.8349297555653484	3.2	2.0	1	0	0	0
2165112351	10.991666666666667	2.1447854627784557	30.6	6.8	0	0	1	0
2118137145	0.0	0.0	2.0	0.0	1	0	0	0
2106156992	4.2	2.188554189898401	7.8	0.4	1	0	0	0
2425617645	0.0	0.0	16.0	0.0	1	0	0	0
2245092705	31.388181818181817	3.5416257496690315	30.2	6.0	1	0	0	0
2618792320	47.2	1.5949071231348153	1.6	0.8	1	0	0	0
2303091550	0.0	0.0	0.0	0.0	1	0	0	0
2167316255	19.866666666666667	3.0419177810748965	13.6	2.2	1	0	0	0
2519154089	11.293333333333333	0.9994721359113752	8.6	6.0	1	0	0	0
2016189893	0.8	0.0	0.4	0.2	1	0	0	0
2157655962	29.333333333333336	1.6823126620515805	13.0	2.8	1	0	0	0
2517218746	12.0	2.5969191268948952	0.8	0.6	1	0	0	0
2585796070	3.2333333333333334	2.798581013377281	6.4	5.8	1	0	0	0
2585426535	0.0	0.0	12.0	0.0	1	0	0	0
1910347612	0.0	0.0	1.0	0.0	1	0	0	0
2420797795	67.9	3.0762983535756883	10.0	2.6	1	0	0	0
2129418036	9.1	0.1222669617964672	3.4	1.6	1	0	0	0
2130647009	77.84945054945055	1.8441308438364503	9.6	10.0	1	0	0	0
2114268393	1.8857142857142857	0.4051853681056645	0.8	1.4	1	0	0	0
2138812682	14.5	1.3721531897202832	3.2	1.4	1	0	0	0
2163876039	14.6	0.8915736205370036	10.6	0.6	1	0	0	0
2142600833	20.61781980338501	3.0903565331857763	44.0	24.8	0	0	1	0
2017396131	1.2	0.35242718446601945	0.2	0.2	1	0	0	0
2499187671	0.0	0.0	0.0	0.0	1	0	0	0
2136816253	16.333333333333332	0.7166331899211009	1.4	1.0	1	0	0	0
2171646946	36.287546521230716	4.2863170691330765	53.4	35.0	0	0	1	0
2155024381	0.0	0.0	3.0	0.0	1	0	0	0
2135958607	12.7	2.984504948731369	4.6	2.0	1	0	0	0
2106917834	49.16666666666667	3.1830975447358365	10.6	1.4	1	0	0	0
2155500052	6.266666666666668	3.65752741370402	10.8	1.6	1	0	0	0
2121443691	39.73333333333333	6.386931229154445	27.6	2.4	0	1	0	0
2528072962	0.0	0.0	1.0	0.0	1	0	0	0
2129593249	3.3	1.1293642438024651	19.0	0.6	1	0	0	0
2146048256	55.81444444444444	2.6575169889083328	29.0	10.2	1	0	0	0
2124225101	5.9	1.1211650158534192	5.6	1.0	1	0	0	0
2299437103	42.11666666666667	0.7902003657373371	4.4	2.6	1	0	0	0
2107803903	201.61333333333332	0.6895015702460718	7.2	3.2	1	0	0	0
2167979857	48.93333333333333	2.6496919556827434	1.8	1.0	1	0	0	0
2120394816	199.31777777777785	1.0890267339911948	17.6	3.6	1	0	0	0
2245040899	5.2799999999999985	0.9388914161100674	2.4	1.4	1	0	0	0
2506920196	12.4	1.7622005178791231	4.6	1.0	1	0	0	0
2155752892	49.48095238095239	1.9732806018271511	9.6	4.4	1	0	0	0
2167758628	16.356493506493507	1.4984854665864815	31.6	8.0	0	1	0	0
2428973165	13.7	1.8067778843834887	2.8	1.2	1	0	0	0
2154538814	55.54382284382285	4.5299752510105	61.4	16.8	0	0	1	0
2169899449	7.9	1.158973447973478	4.2	1.6	1	0	0	0
2157960410	17.2	0.4298279151134864	6.2	1.0	1	0	0	0
2124980087	39.3	4.7595389946883015	7.2	1.2	1	0	0	0
1968812139	19.566666666666666	3.2307594418974093	7.8	1.8	1	0	0	0
2122451041	15.116666666666667	0.8666470480524401	14.0	2.2	1	0	0	0
2121799127	7.595238095238094	1.7385768279841043	15.4	7.0	0	1	0	0
2578399752	12.883333333333333	4.392591235036713	4.2	1.6	1	0	0	0
2309164315	16.6	2.5003892100908067	5.0	0.6	1	0	0	0
1126371583	20.6	1.5282246673980278	1.2	0.6	1	0	0	0
2490185788	2.8	0.7769965181392601	3.8	0.6	1	0	0	0
2174116335	73.96666666666667	0.9205190836710662	4.8	2.0	1	0	0	0
2420186739	4.466666666666667	0.7187704122197809	1.4	1.0	1	0	0	0
2157101960	0.0	0.0	4.0	0.0	1	0	0	0
2577624551	6.4	0.3994737516005121	0.8	0.8	1	0	0	0
1972562975	0.33333333333333337	0.0	4.0	2.6	1	0	0	0
2096130056	0.9	0.0574738003309432	1.2	1.2	1	0	0	0
2135189109	6.0	0.8469272949574538	18.2	0.4	0	1	0	0
2101740809	17.0	1.0312232468213085	0.6	0.4	1	0	0	0
2109376833	29.868650793650797	2.3472260563215754	16.0	6.0	1	0	0	0
2096224780	23.916300366300373	2.3719538774602347	23.6	8.8	1	0	0	0
2300692282	70.7	2.3746813434365754	2.0	1.0	1	0	0	0
2428429988	13.933333333333332	0.35680047304335344	1.0	1.2	1	0	0	0
2588988522	26.884615384615394	2.156250899736495	17.8	4.2	1	0	0	0
2509319508	35.7	1.6176804094660036	5.4	3.0	1	0	0	0
2152922038	17.45	1.1082663274395137	5.4	1.6	1	0	0	0
2620912768	1.8444444444444443	1.5464771774324548	5.0	3.0	1	0	0	0
2143517294	31.85	1.874711548583252	4.4	1.6	1	0	0	0
2250419888	0.4	0.0	2.0	0.2	1	0	0	0
2133738430	27.488888888888887	3.1855558370884896	7.0	3.4	1	0	0	0
2121991166	55.35233596812546	1.8858724621089809	32.4	16.6	1	0	0	0
2572966537	13.8	0.4787009397457159	3.8	0.8	1	0	0	0
2095926508	14.39818181818182	2.056108192014137	13.2	8.2	1	0	0	0
2134507548	0.0	0.0	0.0	0.0	1	0	0	0
2155508843	2.0	0.3108663496409132	1.6	0.6	1	0	0	0
2101790054	13.29	1.6044629350029755	12.4	2.4	0	1	0	0
2124457473	47.37797619047619	2.7757564558081578	23.8	12.8	1	0	0	0
680543339	0.0	0.0	0.0	0.0	1	0	0	0
2109788877	9.45	0.7874372341199286	3.4	3.2	1	0	0	0
2141859088	7.56	2.2745042117710565	14.8	2.2	1	0	0	0
2112004371	14.866666666666667	1.3614608230608742	8.6	2.0	1	0	0	0
2156070389	57.36666666666667	2.7890527289764853	30.6	2.0	0	1	0	0
2099094960	5.9	0.369954608609781	5.0	1.0	1	0	0	0
2105823394	45.66190476190477	2.2649651289817454	9.4	3.0	1	0	0	0
2682361799	0.0	0.0	0.0	0.0	1	0	0	0
2669455673	8.1	1.9700541816067336	5.8	2.4	1	0	0	0
2629046442	10.6	0.0	10.8	0.4	1	0	0	0
2169565136	43.9	2.423306679877769	3.0	1.8	1	0	0	0
2139383353	1.7	0.12095959595959595	1.0	0.8	1	0	0	0
2572577206	1.3772826086956522	1.3684476741593314	7.0	11.8	0	1	0	0
2645410941	8.2	0.7438891917898232	3.2	1.2	1	0	0	0
2322488068	4.1	1.4049844748387983	5.8	3.8	1	0	0	0
2698923267	0.0	0.0	11.0	0.0	1	0	0	0
2526354806	18.88846153846153	5.0830891630922075	15.4	8.2	1	0	0	0
2235351327	21.23616883116884	2.753289173084672	12.6	8.2	1	0	0	0
2115863081	0.4	0.0	1.0	0.2	1	0	0	0
2051112775	8.587543859649122	1.6828645696273388	12.0	11.4	0	1	0	0
2221072935	29.30412698412698	1.7681487121037442	14.4	6.2	1	0	0	0
2131857602	31.326262626262626	2.3337790066756363	39.4	7.0	0	1	0	0
2320426110	18.8	0.5418654739926011	2.4	0.6	1	0	0	0
2279508135	25.83333333333333	2.8537789953064716	12.0	2.2	1	0	0	0
2149967164	16.236363636363638	0.8512433331840061	5.2	3.2	1	0	0	0
2102715665	18.99333333333333	1.9399564882095657	6.6	3.2	1	0	0	0
2674843675	0.0	0.0	0.0	0.0	1	0	0	0
2197204323	63.9	4.473785398648815	3.2	1.0	1	0	0	0
2121069363	19.05892857142857	1.1189839132786523	7.8	10.0	1	0	0	0
2105781040	14.76666666666667	1.4709060669143927	6.4	2.8	1	0	0	0
2610397620	17.0	3.5261913457210388	8.8	1.6	1	0	0	0
2297341045	13.2	1.657305417222251	4.4	0.8	1	0	0	0
2117782603	27.88666666666667	1.8232971418846202	9.4	4.0	1	0	0	0
2438976802	0.0	0.0	0.0	0.0	1	0	0	0
2146436343	14.104155844155846	1.7156758301790311	6.4	6.2	1	0	0	0
2120317704	200.525	1.968779633777394	15.0	3.2	1	0	0	0
2126971597	3.09	1.913043161248644	11.8	5.0	0	1	0	0
2160966931	22.562142857142852	3.1503262581475253	21.4	7.6	0	1	0	0
2683236842	16.0	3.722901165288985	6.6	1.4	1	0	0	0
2122303705	5.7	0.7247547798872032	3.4	1.2	1	0	0	0
2142251200	0.0	0.0	0.0	0.0	1	0	0	0
2135920179	23.766666666666666	4.011236191584844	5.6	1.6	1	0	0	0
2706688620	15.383333333333333	0.5821177921433469	6.2	1.4	1	0	0	0
2101867916	6.2	0.7622223748683428	3.6	0.6	1	0	0	0
2127389950	28.76045454545455	4.5276212502737225	31.0	15.2	0	1	0	0
2154701305	1.4555555555555555	2.7659994177291853	22.0	15.8	0	1	0	0
2148887477	55.4	1.6372855646673417	10.4	1.2	1	0	0	0
2569637065	11.266666666666667	2.135775868488536	12.0	0.8	1	0	0	0
2482558687	6.35	0.4292526808440905	3.4	2.6	1	0	0	0
2586495105	0.4333333333333333	0.17952292110874196	1.6	1.2	1	0	0	0
2164096993	21.85	3.3302169277373688	4.6	1.6	1	0	0	0
2158149647	40.99166666666667	1.6028387782679991	9.0	3.6	1	0	0	0
2139359872	8.1	1.5479163412733905	13.4	1.0	1	0	0	0
2273517658	0.0	0.0	2.0	0.0	1	0	0	0
2107184605	3.7	0.2521281904669691	1.0	0.6	1	0	0	0
2130533168	2.05	0.6669269256111583	1.8	1.4	1	0	0	0
2249889733	7.700000000000001	1.7663839423063905	6.0	2.2	1	0	0	0
2105004084	33.73333333333333	2.1012284678303383	12.2	1.8	1	0	0	0
2467333156	1.8	0.4991596638655461	15.0	0.2	1	0	0	0
2163948149	6.7700000000000005	0.8507158948873196	4.8	3.0	1	0	0	0
2097630498	0.0	0.0	8.0	0.0	1	0	0	0
2235950228	0.0	0.0	3.0	0.0	1	0	0	0
2309133828	9.485714285714286	0.9771710037699826	2.0	2.0	1	0	0	0
2143737760	74.0	0.7751527494908349	0.4	0.2	1	0	0	0
241592301	0.0	0.0	0.0	0.0	1	0	0	0
2132032762	0.0	0.0	0.0	0.0	1	0	0	0
2685000871	8.8	0.31411220358588776	1.0	0.2	1	0	0	0
2110091597	8.210757575757574	3.4589294180006265	29.8	8.6	0	1	0	0
2109351857	2.7	1.8027442493441657	29.0	1.8	0	1	0	0
2269141726	0.0	0.0	5.0	0.0	1	0	0	0
2102216805	20.25398601398601	1.905294787126208	23.8	11.6	0	1	0	0
2144967616	12.1	1.5697713093879746	11.6	1.4	1	0	0	0
2168088888	1.0	0.7374175399264146	3.6	1.0	1	0	0	0
2620743261	1.1	0.3560345203849222	4.4	0.8	1	0	0	0
2095973066	0.2	0.12235723674602016	2.0	0.6	1	0	0	0
2114173801	0.8	0.3124930594114381	3.8	0.2	1	0	0	0
2436231491	22.63333333333333	2.8512341739135745	5.2	1.4	1	0	0	0
2583711942	0.0	0.0	1.0	0.0	1	0	0	0
2142144324	9.569285714285718	3.5036539744375914	23.4	9.2	0	1	0	0
2633136282	0.0	0.2970314465408805	2.0	0.8	1	0	0	0
2136696627	15.670265682030392	4.488018566163232	29.4	12.4	0	1	0	0
2158260898	0.0	0.0	5.0	0.0	1	0	0	0
2147008306	7.85	0.26904761904761904	1.8	1.8	1	0	0	0
2135471349	6.7333333333333325	0.4174935246655272	1.4	1.0	1	0	0	0
2137266704	77.60571428571428	2.095099054651963	16.8	6.4	1	0	0	0
2168703332	11.212640692640694	2.658600008165704	17.0	17.0	1	0	0	0
2301860113	28.228571428571428	2.4982037874038627	16.4	4.6	1	0	0	0
2132452411	5.433333333333333	1.4487681623244086	20.0	2.2	0	1	0	0
2105015565	3.6	0.2608599779492834	1.4	0.2	1	0	0	0
2420702928	12.0	1.2697295657801573	3.0	1.6	1	0	0	0
2116122190	3.6	1.0881292236148596	12.0	0.8	1	0	0	0
2137872106	0.0	0.0	2.0	0.0	1	0	0	0
2128505437	0.0	0.0	0.0	0.0	1	0	0	0
2125492118	20.633333333333333	1.3582609942114041	2.4	2.0	1	0	0	0
2108134994	36.65	3.055428929733276	13.6	1.8	1	0	0	0
2161572675	31.620303030303035	1.5303597431316105	25.6	7.4	0	1	0	0
2145805884	331.1	2.28098322963047	5.0	1.0	1	0	0	0
2111894757	23.86	2.0158099148300783	11.8	5.2	1	0	0	0
2101336747	28.90539215686274	1.6592600548738616	9.4	6.8	1	0	0	0
2104594067	1.2	0.04919614147909968	2.0	0.2	1	0	0	0
2684097888	0.2	0.8702908587257617	7.0	0.2	1	0	0	0
2430668537	0.0	0.0	21.0	0.0	1	0	0	0
2564746783	22.695454545454545	2.8333051750339138	13.0	6.6	1	0	0	0
2672612038	4.7	0.4426293785967523	3.0	0.8	1	0	0	0
2097784377	0.0	0.0	0.0	0.0	1	0	0	0
2290637690	27.666666666666664	1.1310907361717886	5.2	1.0	1	0	0	0
2097470770	4.64	0.17009606816368922	4.4	1.0	1	0	0	0
2597524415	4.93	2.234249894961919	2.4	2.2	1	0	0	0
2113707818	3.4	1.0072981026414352	2.6	0.6	1	0	0	0
2151467832	0.0	0.0	4.0	0.0	1	0	0	0
2165440259	2.004848484848485	1.0750337007139183	4.4	4.6	1	0	0	0
2107573700	39.2	1.4833906474481615	6.2	1.6	1	0	0	0
2007547991	1.0	0.022040816326530613	2.4	0.2	1	0	0	0
2107811228	1.2	0.13857622958540813	1.4	0.6	1	0	0	0
2143804335	1.6	1.6248915275065827	21.0	0.8	1	0	0	0
2119546815	23.95888888888889	2.900491911937285	12.2	5.4	1	0	0	0
2132371958	8.559999999999999	0.9306858164154116	6.6	4.2	1	0	0	0
2108626641	6.6	1.6980281690140846	6.0	0.2	1	0	0	0
2140835453	2.6	0.45702970297029705	0.4	0.2	1	0	0	0
2625380526	14.525	2.116460751482766	7.6	4.8	1	0	0	0
2590361030	0.0	0.0	6.0	0.0	1	0	0	0
2298187013	6.8	0.7311365648357595	2.6	0.6	1	0	0	0
2118298011	0.0	0.0	0.0	0.0	1	0	0	0
2113043869	0.0	0.0	0.0	0.0	1	0	0	0
2161735462	0.0	0.0	0.0	0.0	1	0	0	0
2110705915	0.0	0.0	11.0	0.0	1	0	0	0
2763403883	0.0	0.0	5.0	0.0	1	0	0	0
2116209495	10.930555555555555	1.0338324500873326	7.8	5.8	1	0	0	0
2158255297	8.5	2.9437467113150326	8.6	0.8	1	0	0	0
2709743151	87.76666666666668	3.7340842200427597	9.0	1.8	1	0	0	0
2096256243	40.815321289334435	6.829029840140818	53.8	27.0	0	0	1	0
2122960772	4.173333333333334	2.26977453881356	8.6	3.8	1	0	0	0
2428845296	17.183333333333334	0.6275645918876551	9.2	3.6	1	0	0	0
2235471002	2.6	0.27464612813945644	4.0	2.6	1	0	0	0
2171200862	0.0	0.0	0.0	0.0	1	0	0	0
2132946446	3.4	0.3010153756890049	0.2	0.2	1	0	0	0
2252247208	3.073113553113553	0.0	3.2	20.8	1	0	0	0
2115039528	59.51000000000001	5.462577023643268	25.6	4.4	0	1	0	0
2168145360	86.03666666666668	4.935366322951522	14.4	3.8	1	0	0	0
2112651016	0.4	0.21649175412293853	2.0	0.2	1	0	0	0
2425472716	2.4082417582417586	1.24701157641245	3.4	7.4	1	0	0	0
2545898039	0.0	0.12941176470588234	4.0	0.6	1	0	0	0
2518223341	0.0	0.0	0.0	0.0	1	0	0	0
2149179121	0.0	0.0	6.0	0.0	1	0	0	0
2152986995	31.276190476190475	1.4865580143272128	11.0	3.2	1	0	0	0
2585927258	3.2	0.9405857740585774	8.0	0.2	1	0	0	0
2331439848	1.0	0.2149425287356322	4.0	0.4	1	0	0	0
2114361230	24.36	1.6414503630168962	14.2	1.6	1	0	0	0
2118299508	17.766666666666673	4.002770430804574	9.6	3.4	1	0	0	0
2299076990	18.1	0.434024779623248	1.0	1.4	1	0	0	0
2168636615	6.1	0.6426564973366466	3.2	2.6	1	0	0	0
2154473071	2.3	0.5636296475416599	11.0	2.2	1	0	0	0
2499659807	8.2	3.919123887419276	2.4	1.4	1	0	0	0
2170764363	8.933333333333334	0.5079943204341655	2.2	1.8	1	0	0	0
2527066934	1.55	0.0	0.6	1.0	1	0	0	0
2585157491	0.0	0.0	0.0	0.0	1	0	0	0
2263887713	2.1166666666666663	1.5001584437068307	6.8	1.8	1	0	0	0
2111332042	10.2	1.0846774628879892	4.8	0.6	1	0	0	0
2164946101	0.4	0.4848970944309928	8.0	0.2	1	0	0	0
2709438096	58.72571428571429	1.112053737925895	13.4	3.4	1	0	0	0
2151497270	14.4	0.4843410110515374	4.0	0.4	1	0	0	0
2564512449	1.4	0.0	0.2	0.2	1	0	0	0
2106233588	8.7	0.4492156482445943	14.0	0.4	1	0	0	0
2170606828	1.8	0.5937650920923215	3.8	0.8	1	0	0	0
2596045860	0.0	0.0	0.0	0.0	1	0	0	0
2225391444	0.0	0.0	0.0	0.0	1	0	0	0
2558096301	9.4	1.9147311750759648	15.8	1.2	1	0	0	0
2704480455	4.133333333333334	0.7187777396768052	1.2	1.0	1	0	0	0
2101921658	3.322222222222221	4.403486678102675	9.2	4.4	1	0	0	0
2094052010	51.78	7.140071634151684	6.0	3.0	1	0	0	0
2123182407	12.035	1.243710296697592	5.0	3.4	1	0	0	0
2123995904	40.031601731601725	1.0429313784875154	7.2	4.8	1	0	0	0
2306346593	26.9	1.5269115551571182	3.8	1.8	1	0	0	0
2575498750	13.95142857142857	0.9789595491137736	13.2	8.4	1	0	0	0
2116873136	0.0	0.0	0.0	0.0	1	0	0	0
2110349578	13.176190476190474	1.8718090132614875	14.0	5.0	0	1	0	0
2131688799	5.6	0.5388195232690125	1.0	0.2	1	0	0	0
2129456769	2.8	1.6181356044014508	3.0	2.6	1	0	0	0
2102270311	52.075	2.6152207758829613	13.6	4.0	1	0	0	0
2126121460	60.17333333333333	2.705825849093647	2.8	1.8	1	0	0	0
2130638385	3.123333333333333	0.6839058933686176	20.0	2.4	0	1	0	0
2196459595	6.4	0.2172917918347496	4.6	0.6	1	0	0	0
2152759239	58.4	0.7754981850530076	4.4	1.4	1	0	0	0
2150238559	13.8	1.1751515026975177	2.0	0.6	1	0	0	0
2243692557	55.33153846153846	9.31751201931957	21.8	6.2	1	0	0	0
2152263836	34.92	2.4714511843256335	18.2	2.0	1	0	0	0
2169646040	1.2	0.13025641025641027	0.6	0.2	1	0	0	0
2145801676	5.942857142857143	0.7676435850965317	1.8	2.0	1	0	0	0
2126386058	17.1	1.7801600611803956	3.2	1.6	1	0	0	0
2557936967	5.164285714285715	2.572355790320196	6.8	6.6	1	0	0	0
2148219056	3.6	0.16306306306306306	1.2	0.6	1	0	0	0
2117485077	37.208245812158864	2.164391106726573	25.0	19.4	1	0	0	0
2141240247	7.948333333333332	1.8517285886692016	51.0	4.4	0	0	1	0
2143875236	0.0	0.0	7.0	0.0	1	0	0	0
2106974805	7.733333333333332	2.4687698741160533	11.8	1.4	1	0	0	0
2140415916	10.28	1.435465808556753	12.4	6.2	1	0	0	0
2123910355	9.184761904761904	1.354372103505902	8.2	6.6	1	0	0	0
2583840783	0.0	0.0	0.0	0.2	1	0	0	0
2159641247	2.057142857142857	0.0	2.0	6.2	1	0	0	0
2157213243	46.58333333333334	4.268744205501021	9.4	2.2	1	0	0	0
2550412142	0.0	0.0	5.0	0.0	1	0	0	0
2130006258	7.357142857142858	1.2798308676096313	6.0	3.0	1	0	0	0
2151841224	6.357142857142858	1.375679725877386	7.8	3.0	1	0	0	0
2165290838	6.55	3.0503973471725514	24.8	3.8	0	1	0	0
2103116688	9.6	0.5899979628764012	5.8	0.8	1	0	0	0
2143249676	125.0	4.355862552348998	18.8	4.2	1	0	0	0
2141917321	0.0	0.0	0.0	0.0	1	0	0	0
2490532619	6.257142857142857	1.8998546714975744	3.2	2.2	1	0	0	0
2098350942	0.0	0.0	0.0	0.0	1	0	0	0
2165347178	1.0	0.6610340479192939	2.0	0.4	1	0	0	0
2467808327	0.0	0.0	0.0	0.0	1	0	0	0
2524716205	27.52	1.8803618687897288	5.8	3.0	1	0	0	0
2114317941	0.0	0.0	3.0	0.0	1	0	0	0
2148571677	7.866666666666667	1.0484439181187617	4.4	1.0	1	0	0	0
2672872526	1.4333333333333331	0.4605621658906708	3.0	4.4	1	0	0	0
2151882070	2.1346153846153846	2.1010441857747457	4.8	8.4	1	0	0	0
2162608454	0.0	0.0	0.0	0.0	1	0	0	0
2096504552	2.230769230769231	1.2018394385271092	3.2	7.0	1	0	0	0
2106659691	0.0	0.0	6.0	0.0	0	1	0	0
2110797574	0.0	0.0	1.0	0.0	1	0	0	0
2155241416	94.7	1.379460680544122	13.0	0.4	1	0	0	0
2423985264	0.0	0.0	0.0	0.0	1	0	0	0
2128406112	0.4	0.049917397382132425	2.0	0.2	1	0	0	0
2303408767	0.0	0.0	5.0	0.0	1	0	0	0
2467165878	27.2	1.6036695021775125	7.2	0.8	1	0	0	0
2172282589	0.0	0.0	2.0	0.0	1	0	0	0
2327844854	15.333333333333336	1.2738247858926308	13.8	1.6	1	0	0	0
2144399546	0.0	0.0	4.0	0.0	1	0	0	0
2117626141	5.1	1.5097686798475478	12.6	1.0	1	0	0	0
2582634567	0.0	0.0	0.0	0.0	1	0	0	0
2142603089	19.266666666666666	1.0964153319768013	3.6	1.0	1	0	0	0
2142521509	1.0	0.035955056179775284	3.0	0.2	1	0	0	0
2343833113	2.266666666666667	0.14643423137876385	12.0	0.6	1	0	0	0
2081450660	9.666666666666666	0.651370746149413	7.4	2.4	1	0	0	0
2142476884	22.25	1.66798049580172	20.2	8.8	0	1	0	0
